date,equity,cash,regime,active
2019-10-01,167936.49903396983,0.0,NEUTRAL,longbyungi
2019-10-02,162807.41345906773,162807.41345906773,NEUTRAL,longbyungi
2019-10-03,168165.34178000875,-2.9103830456733704e-11,NEUTRAL,longbyungi
2019-10-04,174365.87448540266,0.0,NEUTRAL,longbyungi
2019-10-07,167592.67141403843,0.0,BULL,longbyungi
2019-10-08,162225.68357861327,162225.68357861327,NEUTRAL,longbyungi
2019-10-09,161116.37236858174,0.0,NEUTRAL,longbyungi
2019-10-10,163075.56214300788,0.0,NEUTRAL,longbyungi
2019-10-11,171163.30810919194,0.0,NEUTRAL,longbyungi
2019-10-14,170425.30020590225,170425.30020590225,BULL,longbyungi
2019-10-15,175747.56991292286,-2.9103830456733704e-11,BULL,longbyungi
2019-10-16,173065.19353859895,173065.19353859895,BULL,longbyungi
2019-10-17,173065.19353859895,173065.19353859895,BULL,longbyungi
2019-10-18,173065.19353859895,173065.19353859895,BULL,longbyungi
2019-10-21,175836.60937851554,-2.9103830456733704e-11,BULL,longbyungi
2019-10-22,176676.5011847083,176676.5011847083,BULL,longbyungi
2019-10-23,173426.86702897373,0.0,BULL,longbyungi
2019-10-24,182946.81060587562,0.0,NEUTRAL,longbyungi
2019-10-25,191011.69769916113,0.0,BULL,longbyungi
2019-10-28,197722.95701539796,2.9103830456733704e-11,BULL,longbyungi
2019-10-29,189371.16931378708,0.0,BULL,longbyungi
2019-10-30,193059.24996286107,193059.24996286107,BULL,longbyungi
2019-10-31,193059.24996286107,193059.24996286107,BULL,longbyungi
2019-11-01,197509.18496137694,0.0,BULL,longbyungi
2019-11-04,206981.9501912571,0.0,BULL,longbyungi
2019-11-05,204748.6583085313,-2.9103830456733704e-11,BULL,longbyungi
2019-11-06,203484.78441517058,203484.78441517058,BULL,longbyungi
2019-11-07,203484.78441517058,203484.78441517058,BULL,longbyungi
2019-11-08,206022.96309411453,0.0,BULL,longbyungi
2019-11-11,199338.0910539427,0.0,BULL,longbyungi
2019-11-12,197791.89129024063,2.9103830456733704e-11,BULL,longbyungi
2019-11-13,194427.06185748443,0.0,BULL,longbyungi
2019-11-14,192328.57668372657,192328.57668372657,BULL,longbyungi
2019-11-15,187555.62626646084,0.0,BULL,longbyungi
2019-11-18,187525.4220945649,187525.4220945649,BULL,longbyungi
