real_cal,real_cagr,baseline_cal,rand_cal_p50,rand_cal_p05,rand_cal_p95,rand_cal_max,p_value_one_tailed,n_trials,n_escape_days
4.439430259613795,1.5088039639830293,4.170982375817017,4.121880404892719,3.6693341157945185,4.325052599165245,4.431143977288478,0.0,300,13
