n_slots,h_lb,h_yb,h_gb,cagr,mdd,calmar,sharpe,vol,final
7,3,14,30,0.15849968517271873,-0.13630000819753674,1.162873629053701,0.8797612452735709,0.18681955009310164,322770.0082988221
7,3,30,3,0.2163517842279261,-0.22903394430130486,0.9446275960881381,0.9947924376500611,0.22143774491637735,475823.7771705252
7,3,30,7,0.2219218625665098,-0.22903394430130475,0.968947477385978,1.0111280924915964,0.2226558224061647,493457.12807763764
7,3,30,14,0.22404626977982,-0.22903394430130486,0.978222989886061,1.0157719145441393,0.22354619099806597,500331.41472150746
7,3,30,30,0.2550185858775085,-0.22903394430130497,1.1134532335609584,1.0955556307209993,0.23181490165793445,610506.2258297984
7,7,3,3,0.12993524805161782,-0.35233651090511,0.3687816732867958,0.7711878482922488,0.179587488166124,264569.7379267338
7,7,3,7,0.13439682160832844,-0.35640225368361445,0.37709307452257373,0.7860333431132519,0.18170260195745191,273005.1306661058
7,7,3,14,0.13596712653539456,-0.3647923443876294,0.37272472579883825,0.7890509776082859,0.18308341965983582,276029.5181883973
7,7,3,30,0.16630726045837885,-0.2913254404782577,0.5708641860640755,0.8945677478076537,0.19306707805871845,340506.8255953476
7,7,7,3,0.14081401332883026,-0.3622102317057093,0.38876321263955804,0.7737781129756468,0.1951770043406225,285550.14413152303
7,7,7,7,0.14520189084395274,-0.3676056665900076,0.3949936141922892,0.787297435077539,0.19721743885073542,294415.5319861649
7,7,7,14,0.14763826517470235,-0.3753950047620589,0.39328777235137075,0.7933580703478759,0.19878094899201598,299441.2165185508
7,7,7,30,0.17762334035167027,-0.30368343983123025,0.5848963659341553,0.892191147601132,0.20772790397191035,367725.69182756904
7,7,14,3,0.21559065209429606,-0.2191599963620794,0.9837135228735525,0.9526316295965976,0.233492299576979,473457.561527108
7,7,14,7,0.2205708237154942,-0.22028234741207553,1.0013095752192935,0.9642732644415103,0.23537817560504787,489128.4460884404
7,7,14,14,0.22370114194210777,-0.22056726843837016,1.0142082437069,0.9704929192961596,0.236876147791657,499208.96460111346
7,7,14,30,0.25378750513551407,-0.22026498107054915,1.1521918005396778,1.0472752559925254,0.2444652382021679,605752.9077485533
7,7,30,3,0.31425150024071713,-0.22903394430130486,1.372073913320484,1.1382524351186623,0.2728751789023235,881462.498042876
7,7,30,7,0.31989145420233367,-0.22903394430130464,1.3966988831205815,1.148736906061201,0.2745074162651703,912043.4576113138
7,7,30,14,0.32276579420413576,-0.22903394430130475,1.4092487259422228,1.152630601145279,0.2757698036911053,927982.5677061834
7,7,30,30,0.35519526015493974,-0.22903394430130475,1.5508411263601345,1.2184168330486964,0.2822757471692455,1125425.557944195
7,14,3,3,0.28823587789974514,-0.4339612272083101,0.6641973057223984,1.0497667427393802,0.27863642733784555,751706.2472744107
7,14,3,7,0.2915397789684544,-0.43869289327946503,0.6645646269513006,1.054148354419778,0.28036445327269005,767198.49040275
7,14,3,14,0.2902099669830591,-0.4507870202713168,0.6437851001308543,1.0455938053884382,0.2821382009783064,760929.6534693611
7,14,3,30,0.33220028244536004,-0.3844390107152623,0.8641169943375145,1.138066159319596,0.2891534601290432,982024.8671496466
7,14,7,3,0.2918999588911453,-0.4445751026859216,0.6565818848775332,1.0294148030511083,0.2900866564509727,768904.1592766948
7,14,7,7,0.29541237018376965,-0.4504644052795532,0.6557951454575861,1.034244471933337,0.2918526498162971,785712.1800174006
7,14,7,14,0.29494380169817824,-0.46197162366521183,0.6384457109251418,1.0284130821160287,0.2936596374500878,783451.521075253
7,14,7,30,0.3366575137716472,-0.3850355282139185,0.874354414340192,1.1179452931125442,0.3003049908207308,1008499.8448407516
7,14,14,3,0.3697693253886878,-0.33436570697060264,1.1058829230391076,1.1396470377023629,0.32161233769303443,1225507.3699613875
7,14,14,7,0.3738116768176267,-0.3348650674142497,1.1163053814604005,1.144379470597258,0.32334543680380506,1254609.3322947007
