n_slots,hold_days,cagr,mdd,calmar,sharpe,vol,final
1,3,1.343955823185409,-0.413350649191057,3.2513698135362357,1.8014406487604,0.561393292157346,88395084.57316567
1,5,1.30373655387013,-0.3578877583038126,3.6428643439750794,1.7535077678479025,0.5687903463153445,77012775.72959292
1,7,1.1264711656337623,-0.40838323431637447,2.7583678049845823,1.6468064186583233,0.5514583095283897,40701827.448923066
1,10,1.3547129233263977,-0.4704883617870078,2.879376055511618,1.8104328899969986,0.5606226889287436,91678120.28261627
1,14,1.1177050412858174,-0.3588858269067695,3.1143749835965857,1.6485328333884481,0.5466393704749284,39384518.50087396
1,21,1.0240031670184733,-0.36055791953350314,2.840051796236645,1.6135313265103495,0.5226276719545552,27465709.022453703
1,30,1.1052436956946559,-0.4829657685507156,2.2884514134640903,1.6041046031923956,0.5638881821692436,37576126.254406944
1,45,0.7398957485819302,-0.5791978679451355,1.2774490196362684,1.3570097115677522,0.5031589449142794,8234269.902441831
1,60,1.1491017944549506,-0.4088831078335512,2.8103430355521777,1.7587176289729212,0.5103407589588518,44282301.40882419
2,3,1.392616817988404,-0.3269016128412092,4.260048783132986,1.8562573316401036,0.5535813766840024,104111890.57285081
2,5,1.2011081819522453,-0.3661026259901293,3.2807964124918048,1.697675347167878,0.5571434775407211,53571744.92349784
2,7,1.1324994947666318,-0.3763933573841205,3.008819025493276,1.666676895598509,0.5442662346379765,41629928.091223426
2,10,1.301852197709926,-0.42446912375301105,3.067012710369587,1.8015223137852265,0.5467860699627569,76512499.68798776
2,14,1.213225998021389,-0.35924767287064363,3.377129734277339,1.7252966522621758,0.5486737431425317,55966213.76269238
2,21,0.9955198652365622,-0.3656146576539381,2.7228663960700463,1.591195432754195,0.5203613079708729,24534026.546627134
2,30,1.0415399566656913,-0.4184865384423754,2.4888254722418246,1.5599584517044178,0.5581581036515396,29419211.909598924
2,45,0.7931309652641245,-0.5148866780718795,1.5403990801125398,1.4135827717437124,0.5050677191960151,10468139.682171289
2,60,1.0569266809659301,-0.4057281005839676,2.6050122716289246,1.6750523152041845,0.5094589912947011,31232186.528724648
3,3,1.301928701339305,-0.35065001270004315,3.712900767675189,1.789213184365231,0.5523437065830514,76532755.08476825
3,5,1.208530593277147,-0.3334183701142237,3.624667089768102,1.7256679435105085,0.5469122460882874,55027528.4936721
3,7,1.2263582417697503,-0.3399340620099691,3.607635652980799,1.759071387120449,0.5384569578135444,58666307.910579935
3,10,1.3310939491083982,-0.3518858426461141,3.7827436849940503,1.8478007548676618,0.5373162774109203,84604995.51462692
3,14,1.298794912559361,-0.34887195610888544,3.7228412597142024,1.808207178894941,0.5427135265182219,75706868.17774862
3,21,0.9992844558602205,-0.363228892500704,2.7511150034913143,1.5998813573432282,0.517789017716764,24905081.593856484
3,30,0.9941593405196876,-0.42777793229329464,2.3240080085245456,1.5467762706415435,0.5425775548440974,24401121.396558374
3,45,0.796064057293443,-0.5148866780718795,1.5460956579309872,1.419261699022404,0.5037653975911116,10605294.608531965
3,60,1.0257676405355283,-0.4029502061496516,2.5456436673333496,1.6573069940026106,0.5042054178571607,27656987.86593572
4,3,0.8667896522496779,-0.2811041227861305,3.083518105884019,1.7104931366587848,0.4166439162008061,14424947.323309757
4,5,1.2397873690823196,-0.3325091794583618,3.7285808803891114,1.7580503259695617,0.5438808180504877,61544570.92976332
4,7,1.3617934192461338,-0.3339492957114675,4.077844860684254,1.8602401761562415,0.5420470612609959,93896805.44204572
4,10,1.2957817515615258,-0.3410885489795402,3.7989599927590993,1.831494004555553,0.5321951571162977,74920131.72983599
4,14,1.4196822281790231,-0.33530649168070514,4.233983723556753,1.8973882877366788,0.5448813868839224,113869634.88785577
4,21,1.0420223717727541,-0.3974894821434696,2.6215092941670526,1.6291909895688523,0.5232870748047761,29474624.049702436
4,30,0.9872832742057007,-0.4508878248268481,2.189642788835209,1.5559351892304574,0.5346032465237408,23739006.473334014
4,45,0.8338122941885071,-0.5148866780718795,1.6194093374311478,1.4566311015312983,0.5059846164309322,12516004.11168798
4,60,1.027776316279653,-0.40445469008207113,2.541140803858891,1.6578601468781657,0.5049775646709476,27876156.545233205
5,3,0.6489546448619721,-0.3197550783785106,2.0295366320774146,1.6426111737950206,0.340562486758198,5369560.962763229
5,5,1.2131691734574952,-0.3343443403160946,3.628502197197492,1.737065385971721,0.5433692347589864,55954770.47164822
5,7,1.325955965189077,-0.3310027498524404,4.005875980728809,1.8345771039573366,0.5409736461129964,83131153.23405854
5,10,1.2522432187981978,-0.33486956024698156,3.739495515431774,1.8002970823374396,0.5300511551683066,64323845.38503191
5,14,1.378252139771428,-0.3279655813213168,4.202429212903036,1.8696809768173106,0.5432901925455252,99236485.60330184
5,21,1.039280921662225,-0.38053280292505365,2.7311204544616157,1.6278923196543036,0.5227630702977358,29160940.310951006
5,30,0.9524299733269699,-0.4279880614614814,2.225365749863768,1.5343170338898857,0.5282130741945366,20618712.851522516
5,45,0.8593474256184379,-0.5148866780718794,1.6690030296306695,1.477430321709592,0.5095306770725213,13973245.123439282
